,Prices,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,SPINDX
17.06.02,55.68,40.03,30.51,35.48,22.56,42.83,1036.17
18.06.02,55.99,39.93,31.15,35.02,22.02,43.07,1037.14
19.06.02,54.36,39.37,30.35,34.61,20.09,42.06,1019.99
20.06.02,54.1,39.74,29.7,33.38,19.24,40.49,1006.29
21.06.02,52.28,39.25,28.95,32.99,18.73,39.8,989.14
24.06.02,54.16,40,29.6,33.18,19.33,39.59,992.72
25.06.02,52.95,39.6,28.9,32.93,18.32,39.12,976.14
26.06.02,54.13,39.45,29.5,31.49,18.61,37,973.53
27.06.02,54.92,40.25,29.9,32.72,18.65,39.16,990.64
28.06.02,54.7,40.92,29.05,33.92,18.27,38.75,989.82
01.07.02,52.66,40.65,28.45,31.36,17.54,38.49,968.65
02.07.02,51.44,40.16,28.1,31.23,16.57,37.48,948.09
03.07.02,52.47,39.91,27.9,30.95,17.75,37.01,953.99
05.07.02,54.85,40.52,29.69,32.59,19.54,39.55,989.03
08.07.02,52.92,40.36,29.43,32.28,18.5,38.47,976.98
09.07.02,53.21,39.8,28.3,31.27,17.96,37.57,952.83
10.07.02,52.24,38.23,27.05,30.15,16.81,36.55,920.47
11.07.02,52.91,37.1,27.35,30.57,18.25,36.9,927.37
12.07.02,51.86,36.53,28.6,30.21,17.99,36.35,921.39
15.07.02,51.8,35.75,28.25,30.08,19.12,36.94,917.93
16.07.02,51.25,35.2,27.55,28.5,18.36,36.2,900.94
17.07.02,52,35.61,28.25,28.14,19.44,36.93,906.04
18.07.02,51.11,34.75,27.7,27.2,19.19,36.9,881.56
19.07.02,49.56,32.4,26.52,26.1,18.65,36,847.75
22.07.02,46.31,30.27,25.66,24.52,18.26,32.04,819.85
23.07.02,43.01,30.92,24.8,20.08,17.81,27,797.7
24.07.02,46.23,33.93,26.53,23.3,18.7,29.59,843.43
25.07.02,42.83,33.9,26.65,22.35,17.48,29.65,838.68
26.07.02,45.35,35.09,27.8,22.25,17.81,30.74,852.84
29.07.02,48.25,36.33,30.45,25.1,18.89,33.31,898.96
30.07.02,48.1,35.67,31.6,24.89,18.97,33.95,902.78
31.07.02,47.98,36.76,32.2,24.96,18.79,33.54,911.62
01.08.02,45.75,33.65,31.4,25.02,17.56,32.3,884.66
02.08.02,44.41,33.61,29.5,23.85,16.71,30.88,864.24
05.08.02,43.99,32.5,28.3,22.35,15.88,28.65,834.6
06.08.02,45.67,33.4,29.65,23.65,17.13,30.4,859.57
07.08.02,47.09,34.3,30.75,24.04,17.72,31.52,876.77
08.08.02,48.91,36,31.95,26.38,18.38,33.9,905.46
09.08.02,48.12,36.1,32.4,26.35,17.86,34.31,908.64
12.08.02,48.47,35.73,32.25,25.46,17.53,34.08,903.8
13.08.02,47.05,34.84,30.95,24.4,16.7,33.1,884.21
14.08.02,49.71,36.39,31.9,25.14,18.29,35.24,919.62
15.08.02,49.77,37.14,32.29,24.79,18.61,35.84,930.25
16.08.02,50,36.85,31.55,24.86,18.75,34.9,928.77
19.08.02,52,37.16,32.89,27.21,19.46,36.35,950.7
20.08.02,51.04,36.18,32.25,26.54,18.97,35.79,937.43
21.08.02,52.28,36.44,32.3,26.88,19.59,68.7,949.36
22.08.02,53.23,37.03,32.7,26.69,19.15,35.18,962.7
23.08.02,52.22,36.15,32.25,25.71,17.96,34,940.86
26.08.02,52.1,36.67,32.07,26.49,18.13,34.4,947.95
27.08.02,50.84,36.9,31.95,26.75,17.18,34.2,934.82
28.08.02,49.38,35.62,31.3,26.28,16.84,33.15,917.87
29.08.02,50.58,35.39,30.35,26.6,17.14,32.82,917.8
30.08.02,49.08,35.45,30.15,26.4,16.67,32.75,916.07
03.09.02,47.02,33.62,28.46,24.75,15.86,29.39,878.02
04.09.02,48.21,33.82,28.7,25.39,16.11,30.3,893.4
05.09.02,45.91,33.77,28,24.1,15.11,29.3,879.15
06.09.02,47.82,34.31,28.3,23.91,16.22,30.28,893.92
09.09.02,48.7,34,28.78,23.59,16.08,31.07,902.96
10.09.02,49.79,34.79,29.08,23.15,16.47,30.87,909.58
11.09.02,48.58,34.6,29,22.98,16.62,30.14,909.45
12.09.02,47.15,33.59,28,22.01,15.7,29.15,886.91
13.09.02,47.91,34.08,27.05,22.04,16.03,29.38,889.81
16.09.02,47.78,34.4,27.9,21.71,15.7,29.88,891.1
17.09.02,47.29,33.07,27.7,21.55,15.57,29.8,873.52
18.09.02,47.75,33.2,27.35,20.44,15.28,29.11,869.46
19.09.02,47.2,32.36,26.55,19.87,14.98,27.65,843.32
20.09.02,47.46,32.87,26.75,20.18,14.9,26.83,845.39
23.09.02,45.23,32.72,26.4,19.25,14.13,27.57,833.7
24.09.02,45.68,31.95,25.9,18.64,14.34,27.2,819.29
25.09.02,46.51,32.61,27,18.89,15.2,28.08,839.66
26.09.02,46.2,34.15,26.39,19.27,15.15,29.51,854.95
27.09.02,45.25,32.82,24.47,18.34,14.62,29.02,827.37
30.09.02,43.74,31.9,24.65,18.99,13.89,29.65,815.28
01.10.02,46.23,33.92,26.2,19.74,14.67,31,847.91
02.10.02,45.61,32.65,24.8,18.25,14.3,29.6,827.91
03.10.02,44.71,33.18,24.62,17.62,13.84,28.51,818.95
04.10.02,43.77,33.06,24.01,16.54,13.71,27.98,800.58
07.10.02,44.05,33.19,22.95,16.77,13.82,26.73,785.28
08.10.02,44.99,32.7,23.35,16.6,13.22,27.84,798.55
09.10.02,43.99,32.83,22,15.45,13.46,26.89,776.76
10.10.02,46.38,33.79,22.6,15.95,14.18,28.57,803.92
11.10.02,48.87,34.54,24.21,17.19,15.22,30.4,835.32
14.10.02,49.29,34.93,24.35,16.88,15.1,30.31,841.44
15.10.02,52.29,36.3,26.2,18.61,16.52,34.14,881.27
16.10.02,50.41,35.53,25.6,18.29,13.54,33.85,860.02
17.10.02,50.77,36.3,26.89,18.79,14.23,35.75,879.2
18.10.02,53.15,36,26.65,18.97,14.46,34.98,884.39
21.10.02,52.51,36,27.15,20.27,15.45,35.52,899.72
22.10.02,51.67,35.18,27.07,19.91,15.12,35.53,890.16
23.10.02,53.2,35.13,26.9,19.77,16.16,35.49,896.14
24.10.02,51.23,34.67,26,19.7,15.63,34.67,882.5
25.10.02,52.68,35.11,26.24,20.37,16.59,35.7,897.65
28.10.02,51.95,34.64,26.25,21.25,16.81,36.3,890.23
29.10.02,52.07,33.23,25.85,20.46,16.4,36.5,882.15
30.10.02,53.11,34.08,25.15,21.05,16.99,37.08,890.71
31.10.02,53.47,33.66,25.25,20.75,17.3,36.95,885.76
01.11.02,53,34.66,26,21.52,18.3,37.65,900.96
04.11.02,56.1,34.26,26.5,22.01,18.77,37.6,908.35
05.11.02,56.68,35.58,26.5,22.47,18.35,38.01,915.39
06.11.02,57.03,35.11,26.6,22.06,19.15,37.89,923.76
07.11.02,56.01,34.48,26.11,20.6,18.44,36.45,902.65
08.11.02,55.1,34.61,25.1,20.2,18.15,36.87,894.74
11.11.02,53.86,33.87,24.21,20.42,17.34,35.7,876.19
12.11.02,54.51,34.04,23.85,20.54,17.79,36.39,882.95
13.11.02,55.36,33.4,24.09,20.95,18.12,35,882.53
14.11.02,56.99,34.5,24.5,21.92,19.21,36.14,904.27
15.11.02,56.69,34.85,23.86,22.09,18.8,36.9,909.83
18.11.02,55.85,34.97,23.6,21.89,18.55,35.82,900.36
19.11.02,54.86,35.2,23.9,21.95,18.15,36.44,896.74
20.11.02,56.62,35.24,24.8,23.72,19.15,37.79,914.15
21.11.02,57.84,34.86,26.85,24.89,20.21,38.94,933.76
22.11.02,58.22,34.22,26.45,24.99,20.05,38.54,930.55
25.11.02,58.23,34.6,26.8,24.95,20.48,38.65,932.87
26.11.02,56.9,33.96,26.35,24.19,20.2,37.16,913.31
27.11.02,58.08,34.96,27.15,25.19,20.9,38.97,938.87
29.11.02,57.68,34.8,27.12,25.17,20.88,38.88,936.31
02.12.02,57.69,34.58,27.2,25.22,21.05,38.52,934.53
03.12.02,56.71,34.9,26.75,24.61,20.31,37.85,920.75
04.12.02,56.54,34.77,26.52,24.7,19.74,37.85,917.58
05.12.02,55.34,34.77,25.8,23.61,18.96,37.14,906.55
06.12.02,55.47,35.15,26.05,24.43,18.71,37.56,912.23
09.12.02,53.53,34.51,25.5,23.26,17.68,36.15,892
10.12.02,54.01,35.04,25.93,24.15,18.13,36.79,904.45
11.12.02,54.66,35.02,26.14,24.09,18.16,36.26,904.96
12.12.02,54.17,34.88,25.9,24.15,18.19,36.62,901.58
13.12.02,52.5,35.04,25.5,23.62,17.58,36,889.48
16.12.02,54.48,35.86,26.43,24.8,18.22,37.48,910.4
17.12.02,54.36,35.52,26,25.02,17.89,37.13,902.99
18.12.02,53.53,35.54,25.66,24,17.13,37.15,891.12
19.12.02,53.11,35.15,25.4,23.33,17,37,884.25
20.12.02,53.04,35.7,25.95,24.87,17.01,38.14,895.76
23.12.02,54,35.75,25.73,24.71,17.21,37.68,897.38
24.12.02,53.82,35.42,25.33,24.2,16.78,36.5,892.47
26.12.02,53.39,35.32,25.3,24.45,16.69,36.02,889.66
27.12.02,52.97,34.64,24.7,23.8,16.4,35.17,875.4
30.12.02,52.75,34.75,24.5,23.99,15.76,35.25,879.39
31.12.02,51.7,34.94,24.35,24,15.57,35.19,879.82
02.01.03,53.72,35.47,25.48,25.44,16.69,36.35,909.03
03.01.03,53.79,35.5,25.4,25.94,16.54,36.11,908.59
06.01.03,54.77,36.38,26.05,27.98,17.18,37.31,929.01
07.01.03,55.8,35.15,25.9,27.84,17.36,36.98,922.93
08.01.03,54.24,35,25.5,26.77,16.68,36.69,909.93
09.01.03,55.81,35.74,25.9,27.3,17.06,37.03,927.57
10.01.03,55.92,35.24,25.65,27.09,17.42,37.46,927.57
13.01.03,56.39,35.1,25.64,27.28,17.38,37.04,926.26
14.01.03,56.97,35.42,25.71,27.59,17.79,37.93,931.66
15.01.03,56.27,34.93,25.19,27.08,17.35,37.45,918.22
16.01.03,55.35,35.09,25.03,26.78,17.2,37.11,914.6
17.01.03,51.46,34.72,24.88,26.19,16.34,36.8,901.78
21.01.03,51.33,33.92,24.06,25.42,16.29,36.14,887.62
22.01.03,51,33.49,23.55,24.7,16.25,35.9,878.36
23.01.03,52.28,33.41,23.95,25.13,16.67,37.14,887.34
24.01.03,49.85,32.69,23.06,23.81,15.85,35.79,861.4
27.01.03,49.17,31.82,23.05,23.29,15.88,35.09,847.48
28.01.03,48.82,32.66,23.15,23.51,16.03,35.46,858.54
29.01.03,49.91,33.85,23.03,23.5,16.66,35.55,864.36
30.01.03,48.24,33.23,22.55,23.04,15.79,34.2,844.61
31.01.03,47.46,34.15,23.14,23.34,15.7,34.38,855.7
03.02.03,48.56,34.63,23.65,23.58,15.77,34.65,860.32
04.02.03,47.32,34.63,23.05,23.05,15.64,33.64,848.2
05.02.03,46.96,34.13,23,22.94,15.58,33.65,843.59
06.02.03,47.42,33.61,22.89,22.31,15.38,33.15,838.15
07.02.03,46.58,33.35,22.7,21.98,15.05,32.91,829.69
10.02.03,47.38,33.61,22.63,22.1,15.27,32.89,835.97
11.02.03,46.44,33.37,22.5,22,15.34,32.05,829.2
12.02.03,46.44,32.7,22.25,21.51,15.15,31.42,818.68
13.02.03,46.99,33.13,22.17,21.29,15.53,31.84,817.37
14.02.03,48.3,33.44,22.48,21.85,16.15,32.54,834.89
18.02.03,24.96,33.75,22.91,22.5,16.71,33.24,851.17
19.02.03,24.53,33.78,23.35,22.5,16.8,33.36,845.13
20.02.03,24.15,33.63,23.35,22.69,17.02,32.86,837.1
21.02.03,24.61,34.18,23.8,22.88,16.78,33.2,848.17
24.02.03,24.07,34,23.42,22.3,16.54,32.43,832.58
25.02.03,24.19,34.14,23.98,22.55,16.73,32.89,838.57
26.02.03,23.6,33.84,23.37,22.34,16.24,32.26,827.55
27.02.03,23.58,33.98,23.9,22.66,16.7,32.86,837.28
28.02.03,23.7,34.02,24.05,22.68,17.26,33.34,841.15
03.03.03,23.54,34.46,23.9,22.85,16.66,33.05,834.81
04.03.03,23.07,34.23,23.4,22.4,16.62,32.37,821.99
05.03.03,23.44,34.92,23.8,22.81,16.98,33.17,829.85
06.03.03,23.27,34.56,23.95,22,16.7,32.79,822.1
07.03.03,23.56,34.79,24.3,22.29,16.01,33.16,828.89
10.03.03,22.95,34.35,23.6,21.44,15.9,32.2,807.48
11.03.03,22.79,34.57,23.35,20.75,15.85,31.55,800.73
12.03.03,23.39,34.06,23.8,20.75,16.2,31.66,804.19
13.03.03,24.67,34.49,25.21,21.72,17.35,33.39,831.9
14.03.03,24.86,34.39,25.65,21.26,17.17,33.75,833.27
17.03.03,25.93,35.05,26.27,22.56,18.06,34.2,862.79
18.03.03,26.04,35.25,26.4,22.81,18.25,34.73,866.45
19.03.03,26.32,35.59,26.98,23.33,17.98,35.46,874.02
20.03.03,26.25,35.59,26.85,23.53,18.27,35.83,875.67
21.03.03,26.57,36,28,24.65,18.9,37.2,895.79
24.03.03,25.29,35.31,26.73,23.63,17.83,35.7,864.23
25.03.03,25.49,35.67,26.98,24.14,18.04,35.9,874.74
26.03.03,25.25,35.86,26.6,24.17,17.89,35.89,869.95
27.03.03,25.04,35.92,26.44,24.12,17.58,35.9,868.52
28.03.03,24.67,36.03,26.03,24.45,17.22,35.42,863.5
31.03.03,24.21,34.95,25.5,23.71,16.28,34.45,848.18
01.04.03,24.35,35.65,26.13,24.23,16.42,35.6,858.48
02.04.03,25.72,35.7,27.05,25.11,17.52,37.04,880.9
03.04.03,25.73,35.05,27.55,24.94,17.57,36.52,876.45
04.04.03,25.09,35.52,27.63,25.58,17.05,37.23,878.85
07.04.03,25.17,35.05,27.76,25.64,17.35,37.22,879.93
08.04.03,25.58,34.58,28.06,25.99,17.1,37.61,878.29
09.04.03,24.57,34.47,27.3,25.73,16.68,37.04,865.99
10.04.03,24.59,34.68,27.38,25.72,16.88,36.95,871.58
11.04.03,24.2,34.33,27.36,25.59,16.76,37.35,868.3
14.04.03,24.75,34.87,27.76,26.54,17.16,38.43,885.23
15.04.03,24.61,35.05,28.3,26.87,17.13,39.25,890.81
16.04.03,24.91,34.69,27.83,26.5,18.16,38.26,879.91
17.04.03,25.5,35.03,28.49,27.31,18.66,39.04,893.58
21.04.03,25.21,34.87,28.16,27.45,18.65,38.7,892.01
22.04.03,25.74,35.42,28.99,28.68,19,39.94,911.37
23.04.03,25.72,35.34,29.39,29.44,19.48,40.29,919.02
24.04.03,25.49,35.13,29.1,28.56,18.95,39.15,911.43
25.04.03,25.21,34.79,29.11,27.96,18.28,38.45,898.81
28.04.03,25.74,35.41,29.52,28.81,18.75,39.26,914.84
29.04.03,25.81,34.83,29.4,29.14,18.92,39.1,917.84
30.04.03,25.56,35.2,29.45,29.35,18.37,39.25,916.92
01.05.03,25.71,35.48,29.1,29.28,18.55,39,916.3
02.05.03,26.13,36.04,29.08,29.86,19.05,39.7,930.08
05.05.03,25.86,35.45,28.83,30.36,19.02,39.53,926.55
06.05.03,26.38,35.2,29.12,30.71,19.54,39.95,934.39
07.05.03,25.99,35.41,28.85,30.82,19.16,40.02,929.62
08.05.03,25.75,35.34,28.47,29.96,18.87,39.21,920.27
09.05.03,26.35,35.47,29,30.08,19.58,39.05,933.41
12.05.03,26.21,35.55,28.97,30.94,19.99,39.39,945.11
13.05.03,25.99,35.53,28.55,30.72,19.82,39.27,942.3
14.05.03,25.63,35.21,28.61,30.49,19.66,38.9,939.28
15.05.03,25.79,35.29,28.48,31.04,20,39.45,946.67
16.05.03,25.57,35.45,27.85,31.25,19.5,39.15,944.3
19.05.03,24.8,35.04,27.55,30.42,18.67,38.23,920.77
20.05.03,24.63,35.32,27.73,30.43,18.66,38.52,919.73
21.05.03,24.03,35.79,27.6,30.55,18.84,38.86,923.42
22.05.03,24.16,35.95,27.73,30.49,18.77,38.72,931.87
23.05.03,24.22,35.98,27.64,30.9,18.81,39.09,933.22
27.05.03,24.79,36.71,28.31,32.05,19.78,40.18,951.48
28.05.03,24.41,36.45,28.27,32.55,19.74,41.14,953.22
29.05.03,24.4,35.97,28.25,32.27,20.83,40.77,949.64
30.05.03,24.61,36.4,28.7,32.86,20.82,41.02,963.59
02.06.03,24.64,36.58,29,33.92,20.38,41.37,967
03.06.03,24.88,36.98,29.05,33.82,21.1,42.25,971.56
04.06.03,24.87,37.4,29.36,34.69,21.38,43.02,986.24
05.06.03,24.09,37.16,29.78,35.1,21.84,43.5,990.14
06.06.03,23.67,37.34,30.3,35.13,21.76,43.69,987.76
09.06.03,23.75,37.46,30.14,33.76,21.67,42.86,975.93
10.06.03,24.68,37.54,30.59,34.08,21.97,43.2,984.84
11.06.03,24.88,38.2,30.98,34.54,21.89,44.09,997.48
12.06.03,24.99,38.2,31.07,34.7,22.14,44.07,998.51
13.06.03,24.65,37.93,30.65,34.7,21.36,44.1,988.61
16.06.03,25.39,38.31,31.34,35.95,21.87,45.24,1010.74
17.06.03,25.96,37.67,31.2,36.09,21.45,45.56,1011.66
18.06.03,26.07,37.34,30.73,35.07,21.75,44.91,1010.09
19.06.03,26.07,36.88,29.86,34.45,21.12,43.79,994.7
20.06.03,26.33,36.89,30.01,34.8,20.67,44.05,995.69
23.06.03,25.78,36.94,29.87,33.85,20.36,43.1,981.64
24.06.03,25.7,36.9,29.93,34.3,20.45,43.42,983.45
25.06.03,25.26,36.66,29.26,33.99,20.04,43.05,975.32
26.06.03,25.75,36.7,29.15,34.4,20.63,43.72,985.82
27.06.03,25.63,36.37,28.62,33.9,20.57,43.01,976.22
30.06.03,25.64,35.91,28.68,34.18,20.81,42.8,974.5
01.07.03,26.15,36.18,28.63,34.21,21.41,43.81,982.32
02.07.03,26.88,36.28,28.61,34.37,22.21,44.4,993.75
03.07.03,26.5,36.06,28.55,34.13,21.72,43.88,985.7
07.07.03,27.42,36.05,29.27,35.07,22.91,44.94,1004.42
08.07.03,27.7,35.65,28.81,35.4,23.15,45.37,1007.84
09.07.03,27.47,35.86,28.38,35.66,23.48,45.99,1002.21
10.07.03,26.91,35.5,28.19,35.01,22.91,45.2,988.7
11.07.03,27.31,35.6,28.12,35.76,23.34,46.15,998.14
14.07.03,27.4,35.3,28.04,37.3,24.02,47.12,1003.86
15.07.03,27.27,35.19,27.67,37.29,24.1,46.83,1000.42
16.07.03,27.52,34.92,27.38,36.25,25.31,45.52,994.09
17.07.03,26.69,35.2,27.1,35.04,24.93,44.82,981.73
18.07.03,26.89,35.88,27.78,35.33,24.66,45.74,993.32
21.07.03,26.04,35.38,27.16,34.43,24.06,44.95,978.8
22.07.03,26.38,35.72,27.41,34.94,24.42,45.45,988.11
23.07.03,26.45,35.67,27.42,34.86,24.81,45.64,988.61
24.07.03,26,35.25,27.44,34.58,23.97,44.87,981.6
25.07.03,26.89,35.76,28.43,35.47,24.91,45.73,998.68
28.07.03,26.61,35.75,28.37,35.49,24.76,45.8,996.52
29.07.03,26.47,35.43,27.9,35.24,24.9,45.44,989.28
30.07.03,26.23,35.32,27.97,35.06,24.49,45.23,987.49
31.07.03,26.41,35.58,28.44,35.05,24.89,44.8,990.31
01.08.03,26.17,35.33,28.46,33.36,25.02,43.45,980.15
04.08.03,26.18,35.61,28.48,33.73,25.13,43.87,982.82
05.08.03,25.66,35.35,27.8,32.76,24.27,43.07,965.46
06.08.03,25.65,35.75,27.68,32.99,24.14,43.52,967.08
07.08.03,25.71,36.25,28.08,32.85,23.99,44.1,974.12
08.08.03,25.58,36.52,28.08,32.99,23.58,44.4,977.59
11.08.03,25.61,36.52,28.28,33.22,23.9,44.55,980.59
12.08.03,25.73,36.71,28.33,33.64,24.37,45.19,990.35
13.08.03,25.6,36.5,28.02,33.43,24.71,44.97,984.03
14.08.03,25.63,36.94,28.55,33.9,25.14,45.13,990.51
15.08.03,25.54,36.83,28.78,33.66,25.05,44.9,990.67
18.08.03,25.7,36.92,29.8,34.05,26.19,44.65,999.74
19.08.03,26.62,36.68,29.85,34.19,26.47,44.41,1002.35
20.08.03,26.45,36.8,29.45,34.83,26.36,44.16,1000.3
21.08.03,26.24,37.05,30.16,34.6,26.39,43.91,1003.27
22.08.03,26.22,36.53,29.88,33.92,27.39,43.1,993.06
25.08.03,26.5,36.77,29.85,33.74,27.24,42.92,993.71
26.08.03,26.57,36.83,29.88,33.38,27.71,43.31,996.73
27.08.03,26.42,37.25,29.75,33.26,28.02,42.96,996.79
28.08.03,26.51,37.55,29.68,33.91,28.3,43.09,1002.84
29.08.03,26.52,37.7,29.57,34.22,28.59,43.35,1008.01
02.09.03,27.26,37.97,30.44,34.7,28.74,44.18,1021.99
03.09.03,28.3,38.08,31.12,34.86,28.22,44.5,1026.27
04.09.03,28.43,38.16,31.32,34.68,28.6,44.41,1027.97
05.09.03,28.38,37.97,31.04,34.19,28.71,44.34,1021.39
08.09.03,28.84,38.47,31.38,34.65,29.18,44.52,1031.64
09.09.03,28.37,38.11,31.16,34.26,28.79,44.28,1023.17
10.09.03,27.55,38,31.03,33.38,27.66,43.95,1010.92
11.09.03,27.84,38,31.48,33.68,28.03,44.21,1016.42
12.09.03,28.34,37.73,31.53,34,28.34,44.3,1018.63
15.09.03,28.36,37.51,31.4,33.97,27.99,44.16,1014.81
16.09.03,28.9,37.71,31.93,34.6,28.91,44.7,1029.32
17.09.03,28.5,36.84,31.72,34.66,28.88,44.94,1025.97
18.09.03,29.5,37.08,32.11,35.74,29.16,46.65,1039.58
19.09.03,29.96,36.99,31.93,35.49,29.17,46.99,1036.3
22.09.03,29.07,36.72,31.4,34.99,28.52,46.38,1022.82
23.09.03,29.6,37.06,31.56,35.45,28.94,47.17,1029.03
24.09.03,28.46,36.9,30.81,34.87,27.78,46.53,1009.38
25.09.03,28.24,37.15,30.38,34.48,27.45,45.97,1003.27
26.09.03,28.19,36.78,29.87,34.19,27.27,45.36,996.85
29.09.03,28.83,37.02,30.37,34.65,28.37,46.07,1006.58
30.09.03,27.8,36.6,29.81,34.33,27.52,45.51,995.97
01.10.03,28.52,37.35,30.63,35.38,28.63,47,1018.22
02.10.03,28.5,37.56,30.75,35.02,28.62,47.25,1020.24
03.10.03,29.08,37.75,30.82,35.17,29.61,47.11,1029.85
06.10.03,29.19,38.09,30.79,35.55,29.56,47.31,1034.35
07.10.03,29.14,38.34,30.73,36.09,29.95,47.83,1039.25
08.10.03,28.82,38.04,30.2,35.61,29.67,47.56,1033.78
09.10.03,28.94,37.95,30.13,35.7,29.77,47.88,1038.73
10.10.03,28.91,38.3,29.32,35.52,30.43,47.9,1038.06
13.10.03,28.78,38.48,28.93,36.44,30.8,48.93,1045.35
14.10.03,28.68,38.74,29.29,36.78,31.08,49,1049.48
15.10.03,29.07,38.49,28.85,36.6,31.76,48.88,1046.76
16.10.03,29.23,38.91,29.02,36.84,32.23,49,1050.07
17.10.03,28.93,38.66,28.55,36.34,31.66,48.38,1039.32
20.10.03,29.35,38.62,28.78,36.6,32.16,48.14,1044.68
21.10.03,29.35,38.35,28.88,36.67,32.12,47.57,1046.03
22.10.03,28.89,37.35,28.35,34.98,31.52,47.2,1030.36
23.10.03,28.91,37.6,28.39,35,31.22,47.78,1033.77
24.10.03,26.61,37.85,28.3,34.77,31.08,47.6,1028.91
27.10.03,26.91,37.74,28.22,34.95,31.42,46.7,1031.13
28.10.03,27.2,38,28.52,35.55,32.67,47.58,1046.79
29.10.03,26.74,37.81,28.83,35.93,32.8,47.59,1048.11
30.10.03,26.12,36.3,28.88,35.84,32.89,47.52,1046.94
31.10.03,26.14,36.58,29.01,35.9,32.95,47.4,1050.71
03.11.03,26.68,36.68,28.8,36.71,34.04,48.04,1059.02
04.11.03,26.07,36.32,28.66,36.6,33.68,48.32,1053.25
05.11.03,26.1,36.03,28.43,36.53,33.74,48.5,1051.81
06.11.03,26.23,35.92,28.44,36.31,34.12,48.89,1058.05
07.11.03,26.1,35.56,28.12,36.04,33.87,47.75,1053.21
10.11.03,26,35.76,28.17,35.89,33.39,47.95,1047.11
11.11.03,25.8,36.05,28.11,36.04,33.41,47.39,1046.57
12.11.03,25.98,36.02,28.7,35.89,34.1,47.39,1058.53
13.11.03,25.69,36.26,28.34,35.86,33.78,47.1,1058.41
14.11.03,25.5,36,27.88,35.46,32.8,46.43,1050.35
17.11.03,25.15,35.6,27.81,35.41,32.23,46.3,1043.63
18.11.03,25.15,35.15,28.44,34.89,31.84,45.56,1034.15
19.11.03,25.35,35.44,29.47,34.76,32.52,45.94,1042.44
20.11.03,25.1,35.31,28.95,34.63,31.83,45.77,1033.65
21.11.03,25.11,35.34,28.56,35,32.32,46.34,1035.28
24.11.03,25.73,35.56,28.75,35.27,33.46,46.74,1052.08
25.11.03,25.4,35.82,28.91,35.53,33.07,46.91,1053.89
26.11.03,25.45,36.28,28.77,35.51,33.35,46.95,1058.45
28.11.03,25.71,36.2,28.67,35.4,33.54,47.03,1058.2
01.12.03,25.84,36.39,29.03,35.66,34.04,47.56,1070.12
02.12.03,25.66,36.5,29.48,35.81,33.85,47.22,1066.62
03.12.03,25.67,36.54,29.52,35.82,33.34,46.95,1064.73
04.12.03,26.2,37.02,29.15,35.39,33.54,47.19,1069.72
05.12.03,25.98,36.78,29.1,34.96,32.1,46.58,1061.5
08.12.03,26.24,37.4,29.37,35.46,31.64,47.37,1069.3
09.12.03,26.38,37.64,29.56,34.83,30.25,47.09,1060.18
10.12.03,26.59,37.79,29.72,34.67,30.42,47.36,1059.05
11.12.03,26.61,37.91,30.4,34.98,30.91,47.57,1071.21
12.12.03,26.65,38.06,30.11,35.09,30.86,47.55,1074.14
15.12.03,26.74,37.8,30.33,35.26,30.24,47.78,1068.04
16.12.03,27.06,38.47,30.65,35.72,30.26,47.94,1075.13
17.12.03,27.04,38.88,30.73,35.66,30.17,47.49,1076.48
18.12.03,27.4,39.41,30.85,35.65,30.9,47.89,1089.18
19.12.03,27.36,39.6,30.89,35.78,30.57,48.27,1088.66
22.12.03,27.18,39.47,31,36.1,30.42,48.5,1092.94
23.12.03,27.15,39.75,31.1,36.17,31.11,48.07,1096.02
24.12.03,27.04,39.83,30.9,36.13,31.08,47.85,1094.04
26.12.03,27.21,40.05,30.72,36.22,31.36,47.86,1095.89
29.12.03,27.46,40.58,30.83,36.53,32.15,48.37,1109.48
30.12.03,27.52,40.68,30.72,36.6,32.04,48.43,1109.64
31.12.03,27.37,41,30.98,36.73,32.05,48.54,1111.92
02.01.04,27.45,40.63,31.12,36.62,32.16,49,1108.48
05.01.04,28.14,41.58,31.58,36.55,32.91,49.79,1122.22
06.01.04,28.24,41.3,31.37,37.47,32.9,49.84,1123.67
07.01.04,28.21,41,31.68,38.02,33.99,49.91,1126.33
08.01.04,28.16,40.9,32.25,38.67,34.24,50.12,1131.92
09.01.04,27.66,40.29,31.8,38.76,33.97,49.89,1121.86
12.01.04,27.57,40.86,32.09,38.79,34.15,49.85,1127.23
13.01.04,27.43,40.68,31.61,38.9,33.59,49.6,1121.22
14.01.04,27.7,40.68,32,39.22,33.39,50,1130.52
15.01.04,27.54,40.28,32,38.92,33.06,49.5,1132.05
16.01.04,27.81,40.5,33.35,39.27,32.89,49.5,1139.83
20.01.04,28.1,40.88,33.36,39.09,32.61,49.29,1138.77
21.01.04,28.3,41.43,33.85,40.1,32.2,50.36,1147.62
22.01.04,28.01,41.28,33.52,39.94,31.63,50.69,1143.94
23.01.04,28.48,41.04,33.21,39.6,31.75,50.32,1141.55
26.01.04,28.8,41.55,34.14,40.26,32.43,50.93,1155.37
27.01.04,28.25,41.19,34.19,40.03,31.63,50.07,1144.05
28.01.04,27.71,40.81,33.76,39.12,31.38,49.23,1128.48
29.01.04,27.91,41.47,34.03,39.05,30.89,49.48,1134.11
30.01.04,27.65,40.79,33.63,38.89,30.52,49.48,1131.13
