,Prices,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,SPINDX
31.10.00,68.88,89.19,54.81,45.5,45,52.63,1429.4
01.11.00,69.63,92.06,54.44,45.69,44.88,51.69,1421.22
02.11.00,70.31,88.19,53.69,45.5,46.69,53.06,1428.32
03.11.00,68.25,87.5,53.31,44.44,45.94,53.94,1426.69
06.11.00,69.5,88.69,54.5,45.5,46.56,54.88,1432.19
07.11.00,70.5,89,54.94,44.94,46.19,54.75,1431.87
08.11.00,69.44,90.69,54.56,43.56,42.69,53.06,1409.28
09.11.00,70.88,89.88,54.56,44.13,41.38,52.69,1400.14
10.11.00,67.38,89.56,53.88,42.81,37,51.5,1365.98
13.11.00,66.44,89.94,51.44,42.13,38.19,50.5,1351.26
14.11.00,68.81,89.88,52.75,42.56,40.94,50.75,1382.95
15.11.00,70.06,90.38,52.5,40.75,41.5,50.19,1389.81
16.11.00,68.94,90.69,52.63,40.88,40,51.69,1372.32
17.11.00,69.06,90.31,51.88,39.63,41.5,51.09,1367.72
20.11.00,67.19,91.38,50.06,38.56,41.13,49.38,1342.62
21.11.00,67.75,93.13,50.75,38.69,42.63,49.13,1347.35
22.11.00,68.25,94.25,48.56,37.44,41.19,47.06,1322.36
24.11.00,69.94,94.44,49.38,39.13,43.94,47.31,1341.77
27.11.00,70.69,93.13,49.13,39.38,43.94,47.44,1348.97
28.11.00,67,93.06,49.81,38,42.03,47.63,1336.09
29.11.00,65.06,88.94,49.69,37.94,42.75,49.44,1341.93
30.11.00,57.38,88,49.56,36.88,38.06,49.81,1314.95
01.12.00,56.63,88.81,51,37.31,34.13,48.94,1315.23
04.12.00,56.44,90.69,51.63,37.94,32.94,47.81,1324.97
05.12.00,59.88,88.38,54.13,41.31,36,50.75,1376.54
06.12.00,56.69,86.25,53.94,40.06,31.75,49.75,1351.46
07.12.00,53.13,88,53.5,39.19,32.31,49.75,1343.55
08.12.00,54.44,88.5,55.19,40,34,51.5,1369.89
11.12.00,58.06,85.75,55.31,42.5,37.44,52.88,1380.2
12.12.00,58.38,86.56,52.81,43,36.5,52.63,1371.18
13.12.00,57.25,87.69,53,44.5,35.5,53,1359.99
14.12.00,55.5,85.5,51.44,42.88,35.13,50.75,1340.93
15.12.00,49.19,84.13,49.81,43.94,32.44,48.06,1312.15
18.12.00,47.81,86.38,51,45.38,33.25,49.38,1322.74
19.12.00,44.81,87.19,50.13,44.81,33.44,50.25,1305.6
20.12.00,41.5,85.19,47.44,43.5,31.94,48,1264.74
21.12.00,43.44,84.75,47.88,45.19,33.13,48.75,1274.86
22.12.00,46.44,86.81,48.88,45.63,32.94,50.06,1305.95
26.12.00,46.88,88.56,49.31,45.75,32.88,50.94,1315.19
27.12.00,46.44,87.75,48.19,46.38,32.56,50.88,1328.92
28.12.00,44.56,86.88,48.44,46.94,30.94,51.25,1334.22
29.12.00,43.38,86.94,47.94,45.44,30.06,51.06,1320.28
02.01.01,43.38,89.13,43.75,44,31.06,50.5,1283.27
03.01.01,47.94,85.25,47.81,50.63,34.23,54.94,1347.56
04.01.01,48.44,82.88,48.06,52,33.8,55.69,1333.34
05.01.01,49.13,83.25,47.31,48.94,32.06,53.69,1298.35
08.01.01,48.94,82.88,45.56,49.25,31.94,53.38,1295.86
09.01.01,51.81,82,44.63,48.69,32.25,52.19,1300.8
10.01.01,52.88,81,44.69,50.94,33,53.94,1313.27
11.01.01,55,81.75,46.56,54.13,33.38,55,1326.82
12.01.01,53.5,82.81,45.69,53.31,32.13,53.13,1318.55
16.01.01,52.56,81.81,47.38,53.19,31.38,54.69,1326.65
17.01.01,52.94,80.25,46.69,53,30.5,53.81,1329.47
18.01.01,55.5,79.13,47.63,51.44,32.19,54.25,1347.97
19.01.01,61,79.44,47,50.56,33.56,54.38,1342.54
22.01.01,60.13,80.25,45.75,50.88,33.38,53.88,1342.9
23.01.01,60.56,81.81,46.69,51.69,35.38,54.88,1360.4
24.01.01,62.94,81.63,46.31,53.25,36.25,55.81,1364.3
25.01.01,61.81,82.5,45.94,53.06,34.5,55.31,1357.51
26.01.01,64,81,44.63,54.19,35.88,55.19,1354.95
29.01.01,64.5,80.2,44.38,55.12,37.06,56.2,1364.17
30.01.01,63.38,81.98,46.25,55.98,37,56.2,1373.73
31.01.01,61.06,84.15,45.98,54.99,37,55.97,1366.01
01.02.01,62.38,83.49,46.23,55.85,37.81,56.11,1373.47
02.02.01,60.81,82.99,46.28,54.64,35.69,55.46,1349.47
05.02.01,61.94,84.8,47.85,54.6,34.69,56.3,1354.31
06.02.01,62.56,84.34,47.6,52.28,35.44,55.13,1352.26
07.02.01,64.69,84.36,46.95,52.33,34.94,54.36,1340.89
08.02.01,62.25,84.5,47.14,51.68,34.63,54.1,1332.53
09.02.01,59.13,85.86,45.66,51.95,33.5,54.05,1314.76
12.02.01,58.75,85.76,47.51,52.55,34.56,55.45,1330.31
13.02.01,58.19,84.79,47.16,51.14,32.44,54.59,1318.8
14.02.01,58.38,83.93,46.26,51.19,34.13,53.65,1315.92
15.02.01,58.81,82.5,47.98,51.11,35.81,54.07,1326.61
16.02.01,57.31,84.02,47,51.99,34.38,54,1301.53
20.02.01,55.88,83.8,47.69,49.95,31.44,51.2,1278.94
21.02.01,56.25,83.52,47.3,47.35,30.75,48.3,1255.27
22.02.01,55.19,84.21,47.1,48.3,30,48.6,1252.82
23.02.01,56.75,83.5,46.18,47.05,29.94,48.2,1245.86
26.02.01,59.56,83.8,47.98,48.55,29.5,50.3,1267.65
27.02.01,59.38,82.3,48,47.6,29,49.8,1257.94
28.02.01,59,81.05,46.5,46.66,28.56,49.18,1239.94
01.03.01,59.36,81.4,45.91,46.11,29.13,48.65,1241.23
02.03.01,56.69,83.21,44.57,45.8,29.31,48,1234.18
05.03.01,57.44,83.85,45.08,46.76,30.38,48.25,1241.41
06.03.01,59.44,83.6,45.42,47.96,31.5,48.63,1253.8
07.03.01,60.69,84.21,45.98,50.25,32.94,50.45,1261.89
08.03.01,59.25,85.85,45.87,50.24,33.25,50.75,1264.74
09.03.01,56.69,85.99,43.81,48.95,29.44,49.13,1233.42
12.03.01,51.94,83.76,39.6,45.49,27.75,47.1,1180.16
13.03.01,54.19,83.3,42.33,47.4,29.38,48.39,1197.66
14.03.01,54,82.64,41.03,43.75,29.06,44.9,1166.71
15.03.01,53.69,82.95,41.08,45.26,28.5,46.4,1173.56
16.03.01,54.56,81.7,40.6,44.58,27.88,45.5,1150.53
19.03.01,54.31,81.26,41.1,45.15,27.06,46.3,1170.81
20.03.01,52.69,80.66,40.05,42.59,24.63,44.3,1142.62
21.03.01,50.06,79.81,39,40.2,25.56,42.25,1122.14
22.03.01,54,77.7,37.7,38.91,28.69,40.6,1117.58
23.03.01,56.56,76.9,39.99,41.71,28.81,42.85,1139.83
26.03.01,56.06,78.25,40.23,42.11,28.31,44.2,1152.69
27.03.01,58.25,80.64,41.91,43.36,29.38,46.45,1182.17
28.03.01,55.56,78.65,41.55,42.55,26.94,45.1,1153.29
29.03.01,55.38,78.29,41.4,43,26.56,44.7,1147.95
30.03.01,54.69,81,41.86,44.9,26.31,44.98,1160.33
02.04.01,55.81,79.6,41.8,44.6,25.8,45.7,1145.87
03.04.01,53.38,77.9,39.68,41.6,25,43.7,1106.46
04.04.01,51.94,78.7,39.6,40.49,22.63,42.7,1103.25
05.04.01,56.75,80.93,42.1,42.5,25.63,45,1151.44
06.04.01,56.19,82.1,41.17,40.39,23.63,42.75,1128.43
09.04.01,57.15,82.51,42,40.42,23.2,42.83,1137.59
10.04.01,59.68,84,43.83,43.3,24.77,45.4,1168.38
11.04.01,60.04,81.94,43.27,44.74,27.52,46.34,1165.89
12.04.01,62.18,82,44.7,45.37,28.12,47.3,1183.5
16.04.01,60.79,84.55,44.65,45.5,26.3,46.95,1179.68
17.04.01,61.48,84.71,45.46,45.37,26.04,47.92,1191.81
18.04.01,65.43,85.13,47.89,49.1,31.28,50.05,1238.16
19.04.01,68.04,84.45,48.51,48.8,32.49,50.3,1253.69
20.04.01,69,85.17,48.1,47.8,32.43,49.42,1242.98
23.04.01,68.25,88,47.2,47.3,30.32,48.49,1224.36
24.04.01,67.55,87.49,45.99,47.4,29.14,48.7,1209.47
25.04.01,69.69,89.09,47.81,47.48,29.03,49.3,1228.75
26.04.01,69.13,88.85,49.3,48.5,28.64,49.51,1234.52
27.04.01,67.12,89.06,49.95,49.85,30.18,50.91,1253.05
30.04.01,67.75,88.6,48.53,47.98,30.91,49.15,1249.46
01.05.01,70.17,88.8,48.91,48.73,31.18,50.4,1266.44
02.05.01,69.76,86.5,49.1,49.57,31.94,50.6,1267.43
03.05.01,68.53,86.1,48.5,49,30.4,51,1248.58
04.05.01,70.75,87.55,49.93,50.6,30.88,50.78,1266.61
07.05.01,71.38,88.19,49.96,49.2,31.16,50.65,1263.51
08.05.01,72.06,88.74,49.48,47.75,31.48,49.8,1261.2
09.05.01,70.4,89.72,49.43,47.25,29.93,49.45,1255.54
10.05.01,70,88.1,49.83,47.51,29.01,49.6,1255.18
11.05.01,69.4,87.64,49.01,46.44,27.94,49.26,1245.67
14.05.01,68.72,89.06,49.73,47.64,27.41,50.1,1248.92
15.05.01,68.27,89.45,50.15,47.28,27.2,50.55,1249.44
16.05.01,69.16,89.5,52.21,48.31,28.36,51.79,1284.99
17.05.01,68.17,88.73,52.11,48.19,28.6,50.69,1288.49
18.05.01,68.09,90.2,52.99,48.16,28.76,50.86,1291.96
21.05.01,68.79,88.75,53.4,49.43,29.9,51.56,1312.83
22.05.01,70.31,88.81,52.68,50.02,29.53,52.55,1309.38
23.05.01,69.7,87.27,51.35,48.92,28.8,52.01,1289.05
24.05.01,71.72,87.93,51.4,49.34,29.21,52.57,1293.17
25.05.01,70.91,88.1,49.95,48.7,29.1,51.86,1277.89
29.05.01,70.34,87.8,49.67,49.33,27.85,51.6,1267.93
30.05.01,69.19,88.87,49.02,48.62,26.6,50.78,1248.08
31.05.01,69.18,88.75,49,49.15,27.01,51.25,1255.82
01.06.01,70.34,88.95,49,48.89,28.74,51.8,1260.67
04.06.01,70.78,90.83,49.45,49.5,28.5,52.28,1267.11
05.06.01,72.6,91.55,49.18,48.5,29.73,52.57,1283.57
06.06.01,72.36,89.4,48.75,46.84,29.82,51.86,1270.03
07.06.01,73.68,89.18,48.91,45.63,31.14,51.43,1276.96
08.06.01,73.19,89.39,48.14,44.2,30.67,50.95,1264.96
11.06.01,72.12,89.7,47.4,44.18,30.33,50.4,1254.39
12.06.01,72.08,90.12,48.77,43.49,30.13,50.38,1255.85
13.06.01,70.69,89.98,47.85,43.9,29.06,49.89,1241.6
14.06.01,68.9,88.85,48.86,43.59,27.61,48.61,1219.87
15.06.01,68.02,88.9,48.81,44.9,27.68,49.3,1214.36
18.06.01,66.88,88.5,49,44.31,27.55,49.79,1208.43
19.06.01,67.32,88.37,48.87,44.52,26.67,50.75,1212.58
20.06.01,69.41,87.73,50.77,45.6,27.49,50.65,1223.14
21.06.01,69.84,88.41,51.25,47.12,27.27,53.55,1237.04
22.06.01,68.83,88.91,51.86,45.9,27.51,53.4,1225.35
25.06.01,68.85,88.52,50.25,45.82,28.58,52.55,1218.6
26.06.01,70.14,88.56,48.79,44.68,28.97,52.15,1216.76
27.06.01,71.14,87.22,48.26,44.02,28.65,51.7,1211.07
28.06.01,72.74,86.82,48.87,45,29.64,52.6,1226.2
29.06.01,73,87.35,48.75,44.6,29.25,52.84,1224.38
02.07.01,70.6,87.7,50.2,45.8,30.06,53.48,1236.72
03.07.01,70.47,87.34,49.51,45.65,30.46,53.05,1234.45
05.07.01,68.51,87,48.47,45.53,29.84,52.28,1219.24
06.07.01,66.06,86.8,46.89,44.51,28.43,50.79,1190.59
09.07.01,65.69,86.72,46.85,43.99,28.9,50.8,1198.78
10.07.01,64.48,85.76,45.76,42.01,27.79,49.12,1181.52
11.07.01,66.5,84.95,44.61,42.05,28.06,47.6,1180.18
12.07.01,71.6,85.45,47,42.54,30.1,48.7,1208.14
13.07.01,71.34,85.98,47.45,42.55,30.19,48.86,1215.68
16.07.01,71.18,85.99,46.22,41.2,29.13,49.15,1202.45
17.07.01,71.82,85.3,46.11,42.3,29.9,50.71,1214.44
18.07.01,70.57,84.25,46.15,43.58,28.89,50.62,1207.71
19.07.01,72.57,43.08,46.48,43.7,29.96,50.15,1215.02
20.07.01,69.18,43.36,46.63,43.4,29.93,50.56,1210.85
23.07.01,67.09,42.5,45.3,43.01,29,50.22,1191.03
24.07.01,66.32,40.97,44,42.68,28.88,48.97,1171.65
25.07.01,67.48,42.13,43.8,42.9,29.42,49.35,1190.49
26.07.01,66.59,42.72,43.75,43.24,29.78,50,1202.93
27.07.01,65.47,42.73,44.65,44.21,29.22,50.05,1205.82
30.07.01,65.8,42.41,43.6,43.81,29.04,49.64,1204.52
31.07.01,66.19,41.76,43.5,43.3,29.81,50.21,1211.23
01.08.01,66.47,41.6,42.8,43.5,30.75,50.64,1215.93
02.08.01,67.45,41.73,42.2,43.5,32.11,51.05,1220.75
03.08.01,66.89,41.26,42.75,43.32,31.68,51.13,1214.35
06.08.01,66.13,40.85,41.39,42.76,30.28,50.4,1200.48
07.08.01,66.35,41.38,42.77,42.77,30.62,50.8,1204.4
08.08.01,64.86,41.25,41.65,42.08,29.61,49.6,1183.53
09.08.01,65.01,40.95,41.9,41.9,29.65,49.41,1183.43
10.08.01,65.52,41.35,42.57,42.25,29.95,49.64,1190.16
13.08.01,65.83,41.4,42.23,42.12,30.56,49.13,1191.29
14.08.01,64.69,41.15,41.85,42.25,30.35,48.75,1186.73
15.08.01,63.2,41.5,41.78,42.15,29.78,48.6,1178.02
16.08.01,64.62,41.29,41.6,42.18,30.16,47.88,1181.66
17.08.01,61.88,40.47,40.8,41.48,28.07,46.6,1161.97
20.08.01,62.7,40.75,41.53,41.09,28.2,47.4,1171.41
21.08.01,60.78,40.39,40.47,40.41,27.07,46.9,1157.26
22.08.01,60.66,40.71,40.85,41.2,27.96,47,1165.31
23.08.01,59.12,40.89,41.04,40.72,27.67,46.79,1162.09
24.08.01,62.05,41.7,41.99,40.93,29.08,48.3,1184.93
27.08.01,62.31,41.05,42.17,41.1,29.15,48,1179.21
28.08.01,60.74,40.51,41.23,40.49,28.51,47.05,1161.51
29.08.01,60.25,40.38,40.61,39.57,28.1,46.45,1148.56
30.08.01,56.94,40.15,40.2,39.24,27.13,45.53,1129.03
31.08.01,57.05,40.15,40.98,39.4,27.96,45.8,1133.58
04.09.01,56.1,40.75,40.83,39.83,26.85,46.16,1132.94
05.09.01,57.74,41.22,41.7,38.35,27.47,45.58,1131.74
06.09.01,56.02,40.9,40.5,36.94,26.1,44.05,1106.4
07.09.01,55.4,40.9,39.66,37,25.89,43.42,1085.78
10.09.01,57.58,41.24,39.35,37.26,26.07,42.45,1092.54
17.09.01,52.91,40.15,35.15,35.25,23.59,39.6,1038.77
18.09.01,54.32,39.48,33.85,34.84,23.47,39.34,1032.74
19.09.01,53.87,38.41,32.5,34.11,22.28,38.45,1016.1
20.09.01,50.76,37.02,30.37,31.56,20.67,36.36,984.54
21.09.01,49.71,35.83,31.3,30.82,19.3,36.36,965.8
24.09.01,52.01,35.86,35.2,32.58,21.31,39,1003.45
25.09.01,51.3,36.28,35.5,33.25,21.68,39.04,1012.27
26.09.01,50.27,36.01,35.48,32.59,20.9,39.31,1007.04
27.09.01,49.96,38.42,35.95,33.12,20.55,39.87,1018.61
28.09.01,51.17,39.4,37.2,34.15,20.44,40.5,1040.94
01.10.01,51.79,39.09,37.64,34,20.01,41.75,1038.55
02.10.01,53.05,39.99,38.05,34.99,19.54,42.25,1051.33
03.10.01,56.23,39.84,38.15,34.67,21.23,43.48,1072.28
04.10.01,56.44,40.58,37.39,34.16,21.55,43.62,1069.63
05.10.01,57.72,40.69,37.45,33.41,21.96,43.1,1071.38
08.10.01,58.04,40.94,36.8,32.44,22.24,42.42,1062.44
09.10.01,54.56,41.06,36.82,32.95,21.45,42.7,1056.75
10.10.01,55.51,42.28,37.91,33.39,23.06,44.31,1080.99
11.10.01,56.32,42.09,38.95,33.42,24.51,45.75,1097.43
12.10.01,56.38,42.29,39,32.89,25.02,45.06,1091.65
15.10.01,58.06,41.65,38.86,33.55,24.38,44.8,1089.98
16.10.01,58.45,41.75,38.47,33.94,24.96,46.09,1097.54
17.10.01,56.03,41.44,37.03,34.6,24.57,46.56,1077.09
18.10.01,56.75,40.4,37.25,34.14,24.05,46.5,1068.61
19.10.01,57.9,40.54,37.25,33.87,24.15,45.85,1073.48
22.10.01,60.16,41.12,37.61,35.31,25.3,47.01,1089.9
23.10.01,60.43,40.87,37.27,35.76,25,47.24,1084.78
24.10.01,61.32,39.86,37.08,36.22,25.48,46.94,1085.2
25.10.01,62.56,40.56,37.87,37.48,26.1,48.1,1100.09
26.10.01,62.2,41.06,38.88,37.55,25.86,48.58,1104.61
29.10.01,59.64,40.68,37.43,35.71,24.18,46.4,1078.3
30.10.01,58.88,39.46,36.34,35.51,23.54,45.55,1059.79
31.10.01,58.15,39.45,36.41,35.36,24.42,45.52,1059.78
01.11.01,61.84,40.49,37.91,36.34,25.94,46.25,1084.1
02.11.01,61.4,39.76,37.96,36.04,26.3,46.93,1087.2
05.11.01,63.27,39.39,38.77,36.36,26.96,47.27,1102.84
06.11.01,64.78,39.47,39.8,37.54,28.25,47.55,1118.86
07.11.01,64.25,39.08,39.35,38.59,28.29,48.1,1115.8
08.11.01,64.42,39.5,40.35,38.8,28.28,48.5,1118.54
09.11.01,65.21,40.25,40.41,39.05,27.88,48.3,1120.31
12.11.01,65.79,40.06,39.43,38.8,28.38,48.2,1118.33
13.11.01,67.9,40.5,40.56,39.35,30.05,49.95,1139.09
14.11.01,65.95,38.7,40.88,39.65,31.32,50.45,1141.21
15.11.01,66.12,37.19,41.55,39.55,30.78,50.09,1142.24
16.11.01,65.75,37.54,40.85,39.41,30.63,48.8,1138.65
19.11.01,66.54,37.01,41.25,40.1,30.99,49.6,1151.06
20.11.01,65.4,37.96,41.1,39.4,29.95,49.55,1142.66
21.11.01,64.05,37.88,40.45,38.84,30.81,48.9,1137.03
23.11.01,64.72,38.44,41.02,39.39,31.06,49.94,1150.34
26.11.01,65.14,37.77,41.32,39.49,31.87,50.81,1157.42
27.11.01,63.74,37.35,41.07,39.8,32.31,50.55,1149.5
28.11.01,62.8,37.1,39.35,37.5,31.76,47.8,1128.52
29.11.01,64.84,37.45,39.73,38.06,32.32,48.36,1140.2
30.11.01,64.21,37.4,38.5,37.72,32.66,47.9,1139.45
03.12.01,64.77,37.66,36.92,36.55,32.04,46.91,1129.9
04.12.01,66,38.31,37.35,37.22,32.86,47.83,1144.8
05.12.01,68.1,38.88,37.55,39.02,34.61,49,1170.35
06.12.01,68.65,37.33,37.75,40.38,34.16,49.6,1167.1
07.12.01,67.83,38.07,37.15,39.77,33.24,49.21,1158.31
10.12.01,67.06,37.55,36.8,38.68,32.95,47.92,1139.93
11.12.01,67.32,36.81,36.79,38.5,33.19,48.61,1136.76
12.12.01,67.95,37.42,37.05,38.37,34.08,48.15,1137.07
13.12.01,66.27,36.44,37.05,37.09,32.57,47.45,1119.38
14.12.01,67.44,36.86,37.65,36.04,33.27,46.69,1123.09
17.12.01,68.98,37.47,38.3,36.7,33.97,47.37,1134.36
18.12.01,69.27,37.55,39.72,37.19,33.81,48.1,1142.92
19.12.01,69.49,38.35,40.78,38,33.05,50,1149.56
20.12.01,66.76,38.3,40.84,36.52,31.98,49.71,1139.93
21.12.01,67.54,38.5,41.35,35.75,32.41,50.15,1144.89
24.12.01,67.27,39,41.13,36.04,32.02,49.97,1144.65
26.12.01,67.68,39.6,40.55,36.31,32.29,50.22,1149.37
27.12.01,67.85,39.79,40.95,36.32,32.67,50.74,1157.13
28.12.01,67.87,39.78,40.73,36.55,32.24,51.19,1161.02
31.12.01,66.25,39.3,40.08,36.35,31.45,50.48,1148.08
02.01.02,67.04,39.6,40.95,36.35,33,51.01,1154.67
03.01.02,69.23,39.66,40.61,37.32,35.52,51.05,1165.27
04.01.02,68.9,40,40.95,39,35.79,52,1172.51
07.01.02,68.56,39.65,39.36,38.9,35.27,51.39,1164.89
08.01.02,69.38,39.7,38.95,38.6,35.58,49.5,1160.71
09.01.02,68.71,39.24,38.55,38.71,35.36,49.79,1155.14
10.01.02,69.28,39.39,38.61,39.14,34.65,49.85,1156.55
11.01.02,68.61,38.5,38.23,38.34,34.55,49.07,1145.6
14.01.02,68.47,38.64,37.9,37.31,34.84,48.88,1138.41
15.01.02,69.55,39.3,38.71,37.87,34.68,49.72,1146.19
16.01.02,67.87,38.5,37.72,36.51,33.71,48.86,1127.57
17.01.02,69.86,38.64,38.75,36.85,34.53,49.9,1138.88
18.01.02,66.1,38.4,38.68,35.91,33.48,49.96,1127.58
22.01.02,64.46,38.02,38.3,35.76,31.7,49.2,1119.31
23.01.02,63.74,38.9,37.65,35.75,32.45,49.5,1128.18
24.01.02,64.6,38.8,37.55,35.9,33.2,49.9,1132.15
25.01.02,63.8,39.16,38.26,34.99,33.68,49.62,1133.28
28.01.02,63.82,38.96,38.15,34.31,33.92,49.31,1133.06
29.01.02,62.32,37.95,36.46,32.05,32.68,46.71,1100.64
30.01.02,62.85,38.69,36.88,33.06,33.86,47.5,1113.57
31.01.02,63.71,39.05,37.15,34.05,35.04,47.4,1130.2
01.02.02,62.66,39,36.85,32.16,34.67,46.49,1122.2
04.02.02,61.12,38.35,35,30.56,33.98,44.3,1094.44
05.02.02,61.15,38.33,36.21,29.02,33.8,44.8,1090.02
06.02.02,60.4,38.92,36.96,29.44,32.92,44,1083.51
07.02.02,59.8,38.3,37.2,30.07,32.31,44.14,1080.17
08.02.02,60.65,38.29,37.25,31.12,32.52,45.49,1096.22
11.02.02,61.13,38.5,37.8,31.84,33.57,45.83,1111.94
12.02.02,60.14,38.4,37.5,31.49,32.97,45.15,1107.5
13.02.02,61.82,38.64,38.1,30.25,33.38,45.35,1118.51
14.02.02,61.68,39,38,30.21,33.34,45.55,1116.48
15.02.02,60.23,38.9,37.11,30.05,32.29,44.13,1104.18
19.02.02,58.93,38.77,36.4,29.03,31.34,42.22,1083.34
20.02.02,59.9,38.99,37.57,29.41,31.44,43.52,1097.98
21.02.02,58.05,39.15,37.52,29.14,29.48,42.8,1080.95
22.02.02,57.99,40.72,38.09,28.19,29.53,42.4,1089.84
25.02.02,59.08,41,39.2,29,31.02,43.79,1109.43
26.02.02,58.55,40.72,38.75,28.96,30.02,43.8,1109.38
27.02.02,58.39,40.92,38.75,28.96,29.89,44.24,1109.89
28.02.02,58.34,41.3,38.5,29.25,28.55,45.25,1106.73
01.03.02,61.37,42,39.45,29.66,30.98,45.8,1131.78
04.03.02,63.3,42.65,40.2,32.5,31.85,47.61,1153.84
05.03.02,63.08,42.5,40.5,32.51,32.7,47.7,1146.14
06.03.02,63.63,43.21,41.55,34.05,32.96,48.7,1162.77
07.03.02,62.72,42.89,40.95,34.05,32.98,48.72,1157.54
08.03.02,63.95,42.91,40.6,34.74,34.17,48.87,1164.31
11.03.02,64.34,43.49,41.15,36.3,33.42,48.9,1168.26
12.03.02,62.54,44,41.1,36.25,32.99,49.33,1165.58
13.03.02,62.1,43.12,40,35.37,31.34,48.39,1154.09
14.03.02,61.22,43.24,40.41,35.11,30.97,48.81,1153.04
15.03.02,62.49,43.61,40.19,36.01,31.74,49.69,1166.16
18.03.02,62.14,43.74,39.9,35.34,31.62,49.55,1165.55
19.03.02,62.23,43.8,39.9,36.09,31.72,49.9,1170.29
20.03.02,60.1,43.53,38.8,35.19,30.53,49.25,1151.85
21.03.02,61.36,43.53,37.45,34.79,31.4,49.6,1153.59
22.03.02,60.45,43.47,37.87,35.2,30.59,49.84,1148.7
25.03.02,59.23,42.85,37.04,34.95,30,48.65,1131.87
26.03.02,59.08,43.74,37.31,35.15,30.77,49.15,1138.49
27.03.02,59.44,43.95,37.45,35.5,30.41,50,1144.58
28.03.02,60.31,43.83,37.45,35.65,30.41,49.52,1147.39
01.04.02,60.38,43.83,37.3,35.61,31.17,49.45,1146.54
02.04.02,57.3,44.38,37.1,35.31,30.03,49.45,1136.76
03.04.02,56.33,43.69,36.75,35.01,29.87,48.77,1125.4
04.04.02,56.45,43.15,37.3,34.44,30.59,48.65,1126.34
05.04.02,55.87,42.63,37.1,34.86,30.05,48.67,1122.73
08.04.02,57.22,43.24,36.86,34.98,29.93,48.6,1125.29
09.04.02,54.87,42.72,36.45,35.19,28.46,48.84,1117.8
10.04.02,56.3,43.18,37.2,35.04,29.26,48.63,1130.47
11.04.02,54.79,42.4,33.75,33.46,28.94,46.76,1103.69
12.04.02,55.93,41.3,33.55,34.28,28.39,47.1,1111.01
15.04.02,55.69,41.6,31.85,34.4,28.11,45.92,1102.55
16.04.02,57.81,42.28,33.1,35.38,29.51,48.11,1128.37
17.04.02,56.63,42.22,33.65,37.27,30.64,47.62,1126.07
18.04.02,56.37,42.46,33.8,37.26,30.45,47.05,1124.47
19.04.02,57.2,42.52,33.7,37.76,30.1,46.53,1125.17
22.04.02,55.59,41.85,32.86,36.6,30.06,45.45,1107.83
23.04.02,53.99,41.35,32.8,36.6,29.54,45.5,1100.96
24.04.02,53.02,40.3,32.5,35.89,28.91,44.7,1093.14
25.04.02,53.73,40.54,32.05,35.03,29.09,44.15,1091.48
26.04.02,51.5,40,31.5,34.99,28.12,43.05,1076.32
29.04.02,52.24,39.7,30.85,34.34,28.04,42.88,1065.45
30.04.02,52.26,40.17,31.55,35.1,28.61,43.3,1076.92
01.05.02,52.75,40.69,31.7,35.5,28.63,43.96,1086.46
02.05.02,51.21,40.8,31.6,36.25,27.87,44.95,1084.56
03.05.02,49.56,40.59,31.7,35.68,26.56,44.29,1073.43
06.05.02,48.62,39.25,30.97,34.4,25.78,42.43,1052.67
07.05.02,49.47,39.1,30.65,34.63,26.15,42.15,1049.49
08.05.02,54.97,40.01,32.85,36.91,28.98,44.77,1088.85
09.05.02,52.12,39.36,31.49,35.77,28.24,44.33,1073.01
10.05.02,50.05,38.96,30.65,35.08,27.01,43.3,1054.99
13.05.02,52.69,40.01,30.85,36.34,28.52,44.24,1074.56
14.05.02,54.88,40.58,31.58,37.59,30.15,45.4,1097.28
15.05.02,54.75,39.71,30.93,36.96,30.24,45.76,1091.07
16.05.02,55.74,40.27,32,37.83,30.77,46.35,1098.23
17.05.02,56.03,40.2,33.45,38.1,31.2,46.78,1106.59
20.05.02,54.01,39.59,32.6,37.46,30.19,45.85,1091.88
21.05.02,52.19,39.77,32.15,37.52,29.07,45.26,1079.88
22.05.02,53.69,40.43,31.92,37.56,29.59,45,1086.02
23.05.02,54.82,40.9,32.95,38.37,29.39,45.34,1097.08
24.05.02,53.26,40.23,32.6,37.8,28.66,44.82,1083.82
28.05.02,52.32,39.84,32.05,37.2,28.35,43.98,1074.55
29.05.02,52.05,40.3,31.4,36.97,27.27,43.5,1067.66
30.05.02,52.64,39.35,31.2,36.01,27.42,43.34,1064.66
31.05.02,50.91,39.93,31.14,35.95,27.62,43.18,1067.14
03.06.02,49.42,39.08,30.11,34.66,26.62,42.4,1040.68
04.06.02,49.98,39.23,30.05,34.65,27.5,41.99,1040.69
05.06.02,51.66,39.56,30.15,34.7,28.18,42.34,1049.9
06.06.02,51.9,39.15,29.3,33.69,27,42,1029.15
07.06.02,51.98,39.42,30.2,33.69,22,41,1027.53
10.06.02,52.82,39.13,29.95,33.88,21.07,41.7,1030.74
11.06.02,52.57,39.03,29.4,32.93,20.22,40.71,1013.6
12.06.02,55.54,39.7,30.35,33.17,21.58,41.2,1020.26
13.06.02,54.22,39.36,29.85,32.66,21.11,40.18,1009.56
14.06.02,55.25,39.15,29.7,33,21.28,40.2,1007.27
